LSOA,CCG,stp,nhs_region,admissions
Southwark 023A,NHS Southwark CCG,South East London,London,3.43
Southwark 023B,NHS Southwark CCG,South East London,London,1.71
Southwark 023D,NHS Southwark CCG,South East London,London,4.11
Southwark 026C,NHS Southwark CCG,South East London,London,2.74
Southwark 029A,NHS Southwark CCG,South East London,London,1.71
Southwark 029B,NHS Southwark CCG,South East London,London,2.06
Southwark 029D,NHS Southwark CCG,South East London,London,2.4
Southwark 026B,NHS Southwark CCG,South East London,London,2.74
Southwark 026E,NHS Southwark CCG,South East London,London,0.69
Southwark 026D,NHS Southwark CCG,South East London,London,2.4
Southwark 025C,NHS Southwark CCG,South East London,London,1.37
Southwark 025B,NHS Southwark CCG,South East London,London,1.37
Southwark 028E,NHS Southwark CCG,South East London,London,0.34
Southwark 025D,NHS Southwark CCG,South East London,London,2.4
Southwark 025A,NHS Southwark CCG,South East London,London,1.71
Southwark 019D,NHS Southwark CCG,South East London,London,1.37
Southwark 025E,NHS Southwark CCG,South East London,London,1.71
Southwark 022D,NHS Southwark CCG,South East London,London,1.71
Southwark 022B,NHS Southwark CCG,South East London,London,2.06
Southwark 019B,NHS Southwark CCG,South East London,London,1.37
Southwark 019C,NHS Southwark CCG,South East London,London,2.74
Southwark 019E,NHS Southwark CCG,South East London,London,1.37
Southwark 018E,NHS Southwark CCG,South East London,London,0.34
Southwark 018D,NHS Southwark CCG,South East London,London,1.71
Southwark 013D,NHS Southwark CCG,South East London,London,4.11
Southwark 013B,NHS Southwark CCG,South East London,London,0
Southwark 013C,NHS Southwark CCG,South East London,London,1.71
Southwark 013E,NHS Southwark CCG,South East London,London,3.09
Southwark 010E,NHS Southwark CCG,South East London,London,2.4
Southwark 013A,NHS Southwark CCG,South East London,London,2.4
Southwark 007E,NHS Southwark CCG,South East London,London,1.71
Southwark 011D,NHS Southwark CCG,South East London,London,1.71
Southwark 011C,NHS Southwark CCG,South East London,London,4.46
Southwark 008E,NHS Southwark CCG,South East London,London,3.43
Lewisham 001B,NHS Lewisham CCG,South East London,London,1.37
Southwark 007B,NHS Southwark CCG,South East London,London,1.71
Southwark 011B,NHS Southwark CCG,South East London,London,1.03
Southwark 010C,NHS Southwark CCG,South East London,London,2.4
Southwark 011A,NHS Southwark CCG,South East London,London,0.69
Southwark 010D,NHS Southwark CCG,South East London,London,3.09
Southwark 010B,NHS Southwark CCG,South East London,London,0
Southwark 004A,NHS Southwark CCG,South East London,London,2.06
Southwark 004B,NHS Southwark CCG,South East London,London,1.71
Southwark 010A,NHS Southwark CCG,South East London,London,3.09
Southwark 007D,NHS Southwark CCG,South East London,London,2.06
Southwark 007A,NHS Southwark CCG,South East London,London,3.43
Southwark 004D,NHS Southwark CCG,South East London,London,3.43
Southwark 004C,NHS Southwark CCG,South East London,London,3.77
Southwark 008A,NHS Southwark CCG,South East London,London,1.37
Southwark 001D,NHS Southwark CCG,South East London,London,1.37
Southwark 001C,NHS Southwark CCG,South East London,London,0.69
Southwark 001A,NHS Southwark CCG,South East London,London,0
Southwark 001E,NHS Southwark CCG,South East London,London,1.03
Southwark 008B,NHS Southwark CCG,South East London,London,0.34
Southwark 001B,NHS Southwark CCG,South East London,London,0
Southwark 007C,NHS Southwark CCG,South East London,London,3.43
Southwark 008D,NHS Southwark CCG,South East London,London,0
Southwark 008C,NHS Southwark CCG,South East London,London,0.34
Southwark 009B,NHS Southwark CCG,South East London,London,0.69
Southwark 034B,NHS Southwark CCG,South East London,London,1.03
Southwark 009C,NHS Southwark CCG,South East London,London,0
Southwark 012F,NHS Southwark CCG,South East London,London,2.06
Southwark 016A,NHS Southwark CCG,South East London,London,2.06
Southwark 012A,NHS Southwark CCG,South East London,London,0.69
Southwark 012B,NHS Southwark CCG,South East London,London,3.43
Southwark 015D,NHS Southwark CCG,South East London,London,2.06
Southwark 016C,NHS Southwark CCG,South East London,London,0.34
Southwark 016D,NHS Southwark CCG,South East London,London,4.46
Southwark 015C,NHS Southwark CCG,South East London,London,3.43
Southwark 017B,NHS Southwark CCG,South East London,London,1.71
Southwark 016E,NHS Southwark CCG,South East London,London,2.06
Southwark 015E,NHS Southwark CCG,South East London,London,1.37
Southwark 015B,NHS Southwark CCG,South East London,London,2.06
Southwark 016B,NHS Southwark CCG,South East London,London,2.4
Southwark 014A,NHS Southwark CCG,South East London,London,3.09
Southwark 017E,NHS Southwark CCG,South East London,London,2.74
Southwark 012E,NHS Southwark CCG,South East London,London,1.37
Southwark 017D,NHS Southwark CCG,South East London,London,2.4
Southwark 014B,NHS Southwark CCG,South East London,London,2.06
Southwark 014E,NHS Southwark CCG,South East London,London,1.03
Southwark 017C,NHS Southwark CCG,South East London,London,1.71
Southwark 014D,NHS Southwark CCG,South East London,London,0.69
Lambeth 036B,NHS Lambeth CCG,South East London,London,2.06
Lambeth 036E,NHS Lambeth CCG,South East London,London,1.71
Lambeth 036A,NHS Lambeth CCG,South East London,London,0.69
Greenwich 006D,NHS Greenwich CCG,South East London,London,2.4
Greenwich 006B,NHS Greenwich CCG,South East London,London,1.71
Greenwich 006C,NHS Greenwich CCG,South East London,London,2.06
Greenwich 006E,NHS Greenwich CCG,South East London,London,2.4
Greenwich 007D,NHS Greenwich CCG,South East London,London,0.69
Greenwich 006A,NHS Greenwich CCG,South East London,London,3.77
Greenwich 007E,NHS Greenwich CCG,South East London,London,3.77
Greenwich 011B,NHS Greenwich CCG,South East London,London,1.71
Greenwich 004G,NHS Greenwich CCG,South East London,London,1.03
Greenwich 033D,NHS Greenwich CCG,South East London,London,1.71
Greenwich 033B,NHS Greenwich CCG,South East London,London,3.09
Greenwich 017A,NHS Greenwich CCG,South East London,London,2.06
Greenwich 017C,NHS Greenwich CCG,South East London,London,2.4
Greenwich 017B,NHS Greenwich CCG,South East London,London,3.09
Greenwich 017D,NHS Greenwich CCG,South East London,London,1.37
Greenwich 020C,NHS Greenwich CCG,South East London,London,0.34
Greenwich 011F,NHS Greenwich CCG,South East London,London,2.4
Greenwich 020B,NHS Greenwich CCG,South East London,London,2.4
Greenwich 020A,NHS Greenwich CCG,South East London,London,0.34
Greenwich 020E,NHS Greenwich CCG,South East London,London,0.34
Greenwich 020D,NHS Greenwich CCG,South East London,London,3.43
Greenwich 015A,NHS Greenwich CCG,South East London,London,1.03
Greenwich 011E,NHS Greenwich CCG,South East London,London,1.03
Greenwich 015B,NHS Greenwich CCG,South East London,London,0.34
Greenwich 015C,NHS Greenwich CCG,South East London,London,2.74
Greenwich 015D,NHS Greenwich CCG,South East London,London,0.34
Greenwich 019A,NHS Greenwich CCG,South East London,London,2.06
Greenwich 004I,NHS Greenwich CCG,South East London,London,2.74
Greenwich 005D,NHS Greenwich CCG,South East London,London,1.37
Greenwich 005B,NHS Greenwich CCG,South East London,London,2.06
Greenwich 005E,NHS Greenwich CCG,South East London,London,2.4
Greenwich 004D,NHS Greenwich CCG,South East London,London,2.06
Greenwich 004C,NHS Greenwich CCG,South East London,London,1.37
Greenwich 005A,NHS Greenwich CCG,South East London,London,0.34
Greenwich 011C,NHS Greenwich CCG,South East London,London,1.71
Greenwich 011A,NHS Greenwich CCG,South East London,London,1.71
Greenwich 007B,NHS Greenwich CCG,South East London,London,2.74
Greenwich 009A,NHS Greenwich CCG,South East London,London,1.71
Greenwich 004E,NHS Greenwich CCG,South East London,London,2.06
Greenwich 011D,NHS Greenwich CCG,South East London,London,3.09
Greenwich 009C,NHS Greenwich CCG,South East London,London,1.71
Greenwich 007C,NHS Greenwich CCG,South East London,London,3.77
Greenwich 009D,NHS Greenwich CCG,South East London,London,3.77
Greenwich 009B,NHS Greenwich CCG,South East London,London,0.69
Southwark 034A,NHS Southwark CCG,South East London,London,1.03
Lambeth 036D,NHS Lambeth CCG,South East London,London,3.43
Croydon 001E,NHS Croydon CCG,South West London,London,2.74
Lambeth 033E,NHS Lambeth CCG,South East London,London,1.71
Lambeth 033B,NHS Lambeth CCG,South East London,London,2.74
Lambeth 033D,NHS Lambeth CCG,South East London,London,1.03
Southwark 033D,NHS Southwark CCG,South East London,London,3.09
Lambeth 033A,NHS Lambeth CCG,South East London,London,0.69
Bromley 005B,NHS Bromley CCG,South East London,London,2.06
Croydon 007C,NHS Croydon CCG,South West London,London,3.77
Bromley 005E,NHS Bromley CCG,South East London,London,1.37
Croydon 001A,NHS Croydon CCG,South West London,London,1.37
Croydon 001B,NHS Croydon CCG,South West London,London,0.34
Croydon 005E,NHS Croydon CCG,South West London,London,0.69
Croydon 002C,NHS Croydon CCG,South West London,London,1.37
Croydon 001D,NHS Croydon CCG,South West London,London,0.69
Croydon 001C,NHS Croydon CCG,South West London,London,3.77
Croydon 002E,NHS Croydon CCG,South West London,London,2.06
Southwark 002D,NHS Southwark CCG,South East London,London,1.37
Lambeth 036C,NHS Lambeth CCG,South East London,London,0.69
Bromley 004B,NHS Bromley CCG,South East London,London,1.71
Bromley 004A,NHS Bromley CCG,South East London,London,1.37
Bromley 009F,NHS Bromley CCG,South East London,London,0.69
Bromley 004E,NHS Bromley CCG,South East London,London,1.71
Bromley 015E,NHS Bromley CCG,South East London,London,1.71
Bromley 015A,NHS Bromley CCG,South East London,London,1.37
Bromley 015D,NHS Bromley CCG,South East London,London,2.4
Bromley 015C,NHS Bromley CCG,South East London,London,1.03
Bromley 009A,NHS Bromley CCG,South East London,London,3.09
Bromley 005A,NHS Bromley CCG,South East London,London,1.37
Bromley 009D,NHS Bromley CCG,South East London,London,1.37
Bromley 009E,NHS Bromley CCG,South East London,London,1.71
Bromley 005C,NHS Bromley CCG,South East London,London,2.74
Bromley 009C,NHS Bromley CCG,South East London,London,0.69
Bromley 009B,NHS Bromley CCG,South East London,London,3.77
Greenwich 008C,NHS Greenwich CCG,South East London,London,3.43
Greenwich 008D,NHS Greenwich CCG,South East London,London,2.06
Greenwich 008B,NHS Greenwich CCG,South East London,London,2.06
Bexley 006B,NHS Bexley CCG,South East London,London,2.4
Greenwich 008A,NHS Greenwich CCG,South East London,London,1.37
Greenwich 033C,NHS Greenwich CCG,South East London,London,1.37
Greenwich 033A,NHS Greenwich CCG,South East London,London,1.03
Southwark 031A,NHS Southwark CCG,South East London,London,1.37
Southwark 031E,NHS Southwark CCG,South East London,London,1.03
Southwark 033E,NHS Southwark CCG,South East London,London,2.4
Southwark 033B,NHS Southwark CCG,South East London,London,1.03
Lambeth 033C,NHS Lambeth CCG,South East London,London,0
Lambeth 028A,NHS Lambeth CCG,South East London,London,2.74
Lambeth 025A,NHS Lambeth CCG,South East London,London,1.03
Lambeth 025E,NHS Lambeth CCG,South East London,London,1.71
Southwark 033C,NHS Southwark CCG,South East London,London,2.06
Lambeth 025B,NHS Lambeth CCG,South East London,London,0.69
Southwark 032C,NHS Southwark CCG,South East London,London,1.71
Southwark 028C,NHS Southwark CCG,South East London,London,1.71
Southwark 032D,NHS Southwark CCG,South East London,London,1.03
Southwark 032B,NHS Southwark CCG,South East London,London,0.34
Southwark 032E,NHS Southwark CCG,South East London,London,1.37
Southwark 032A,NHS Southwark CCG,South East London,London,2.4
Southwark 029C,NHS Southwark CCG,South East London,London,3.09
Southwark 030B,NHS Southwark CCG,South East London,London,3.43
Southwark 027A,NHS Southwark CCG,South East London,London,0.69
Southwark 030A,NHS Southwark CCG,South East London,London,1.37
Southwark 028A,NHS Southwark CCG,South East London,London,0.69
Southwark 030D,NHS Southwark CCG,South East London,London,1.71
Southwark 030E,NHS Southwark CCG,South East London,London,2.4
Southwark 030C,NHS Southwark CCG,South East London,London,3.43
Southwark 028B,NHS Southwark CCG,South East London,London,2.74
Southwark 028D,NHS Southwark CCG,South East London,London,1.03
Lewisham 019C,NHS Lewisham CCG,South East London,London,1.71
Lewisham 019D,NHS Lewisham CCG,South East London,London,2.06
Lewisham 019A,NHS Lewisham CCG,South East London,London,0.34
Lewisham 027B,NHS Lewisham CCG,South East London,London,1.03
Lewisham 019B,NHS Lewisham CCG,South East London,London,2.06
Lewisham 019E,NHS Lewisham CCG,South East London,London,1.71
Lewisham 024C,NHS Lewisham CCG,South East London,London,0.34
Lewisham 027A,NHS Lewisham CCG,South East London,London,2.06
Lewisham 024E,NHS Lewisham CCG,South East London,London,3.09
Lewisham 024B,NHS Lewisham CCG,South East London,London,2.06
Lewisham 024A,NHS Lewisham CCG,South East London,London,2.06
Lewisham 024D,NHS Lewisham CCG,South East London,London,1.37
Lewisham 027D,NHS Lewisham CCG,South East London,London,1.37
Lewisham 027C,NHS Lewisham CCG,South East London,London,2.06
Lewisham 021A,NHS Lewisham CCG,South East London,London,1.37
Lewisham 021C,NHS Lewisham CCG,South East London,London,1.37
Lewisham 021B,NHS Lewisham CCG,South East London,London,1.37
Lewisham 028A,NHS Lewisham CCG,South East London,London,4.46
Lewisham 021E,NHS Lewisham CCG,South East London,London,2.4
Lewisham 021D,NHS Lewisham CCG,South East London,London,1.71
Lewisham 028B,NHS Lewisham CCG,South East London,London,2.4
Lambeth 014E,NHS Lambeth CCG,South East London,London,1.37
Lambeth 014A,NHS Lambeth CCG,South East London,London,4.46
Lambeth 018E,NHS Lambeth CCG,South East London,London,0.34
Lambeth 018D,NHS Lambeth CCG,South East London,London,1.03
Lambeth 014B,NHS Lambeth CCG,South East London,London,1.03
Southwark 021D,NHS Southwark CCG,South East London,London,2.74
Lambeth 025D,NHS Lambeth CCG,South East London,London,1.71
Lambeth 025C,NHS Lambeth CCG,South East London,London,2.74
Southwark 031D,NHS Southwark CCG,South East London,London,1.03
Southwark 031B,NHS Southwark CCG,South East London,London,2.06
Southwark 031C,NHS Southwark CCG,South East London,London,2.06
Croydon 007D,NHS Croydon CCG,South West London,London,3.09
Croydon 007E,NHS Croydon CCG,South West London,London,2.74
Croydon 008A,NHS Croydon CCG,South West London,London,2.06
Croydon 008E,NHS Croydon CCG,South West London,London,0.34
Croydon 045C,NHS Croydon CCG,South West London,London,0.34
Croydon 045B,NHS Croydon CCG,South West London,London,1.71
Croydon 008C,NHS Croydon CCG,South West London,London,0.34
Croydon 008B,NHS Croydon CCG,South West London,London,1.71
Croydon 045D,NHS Croydon CCG,South West London,London,2.06
Croydon 014D,NHS Croydon CCG,South West London,London,2.4
Croydon 014C,NHS Croydon CCG,South West London,London,2.74
Croydon 014B,NHS Croydon CCG,South West London,London,1.71
Croydon 008D,NHS Croydon CCG,South West London,London,1.71
Croydon 013C,NHS Croydon CCG,South West London,London,3.77
Croydon 013D,NHS Croydon CCG,South West London,London,2.4
Croydon 010D,NHS Croydon CCG,South West London,London,0.69
