,LSOA,CCG,stp,nhs_region,admissions,LSOA01,WD03CD,WD03NM,data_hosp,Preferred_unit_name,Preferred_unit_postcode
2479,Camden 009B,NHS Camden CCG,North Central London,London,0.69,Camden 009B,00AGGG,Cantelowes,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2480,Camden 003C,NHS Camden CCG,North Central London,London,1.37,Camden 003C,00AGGQ,Kentish Town,Royal Free Hospital,Royal Free SU,NW32QG
2481,Camden 003D,NHS Camden CCG,North Central London,London,2.4,Camden 003D,00AGGQ,Kentish Town,Royal Free Hospital,Royal Free SU,NW32QG
2482,Camden 009C,NHS Camden CCG,North Central London,London,2.74,Camden 009C,00AGGQ,Kentish Town,Royal Free Hospital,Royal Free SU,NW32QG
2483,Camden 009E,NHS Camden CCG,North Central London,London,1.03,Camden 009E,00AGGQ,Kentish Town,Royal Free Hospital,Royal Free SU,NW32QG
2484,Camden 009D,NHS Camden CCG,North Central London,London,2.4,Camden 009D,00AGGQ,Kentish Town,Royal Free Hospital,Royal Free SU,NW32QG
2485,Camden 007F,NHS Camden CCG,North Central London,London,2.06,Camden 007F,00AGGQ,Kentish Town,Royal Free Hospital,Royal Free SU,NW32QG
2486,Camden 012D,NHS Camden CCG,North Central London,London,2.74,Camden 012D,00AGGM,Haverstock,Royal Free Hospital,Royal Free SU,NW32QG
2487,Camden 012A,NHS Camden CCG,North Central London,London,1.03,Camden 012A,00AGGM,Haverstock,Royal Free Hospital,Royal Free SU,NW32QG
2488,Camden 007D,NHS Camden CCG,North Central London,London,2.4,Camden 007D,00AGGM,Haverstock,Royal Free Hospital,Royal Free SU,NW32QG
2489,Camden 007A,NHS Camden CCG,North Central London,London,1.71,Camden 007A,00AGGK,Gospel Oak,Royal Free Hospital,Royal Free SU,NW32QG
2490,Camden 007C,NHS Camden CCG,North Central London,London,2.74,Camden 007C,00AGGK,Gospel Oak,Royal Free Hospital,Royal Free SU,NW32QG
2491,Camden 007B,NHS Camden CCG,North Central London,London,1.03,Camden 007B,00AGGK,Gospel Oak,Royal Free Hospital,Royal Free SU,NW32QG
2492,Camden 005E,NHS Camden CCG,North Central London,London,0.34,Camden 005E,00AGGH,Fortune Green,Royal Free Hospital,Royal Free SU,NW32QG
2493,Camden 010A,NHS Camden CCG,North Central London,London,0.69,Camden 010A,00AGGX,West Hampstead,Royal Free Hospital,Royal Free SU,NW32QG
2494,Camden 005C,NHS Camden CCG,North Central London,London,1.71,Camden 005C,00AGGH,Fortune Green,Royal Free Hospital,Royal Free SU,NW32QG
2495,Camden 010B,NHS Camden CCG,North Central London,London,0.34,Camden 010B,00AGGX,West Hampstead,Royal Free Hospital,Royal Free SU,NW32QG
2496,Camden 010C,NHS Camden CCG,North Central London,London,0.69,Camden 010C,00AGGX,West Hampstead,Royal Free Hospital,Royal Free SU,NW32QG
2497,Camden 005D,NHS Camden CCG,North Central London,London,1.71,Camden 005D,00AGGH,Fortune Green,Royal Free Hospital,Royal Free SU,NW32QG
2498,Camden 016E,NHS Camden CCG,North Central London,London,0.69,Camden 016E,00AGGX,West Hampstead,Royal Free Hospital,Royal Free SU,NW32QG
2499,Camden 013B,NHS Camden CCG,North Central London,London,2.4,Camden 013B,00AGGH,Fortune Green,Royal Free Hospital,Royal Free SU,NW32QG
2500,Camden 013E,NHS Camden CCG,North Central London,London,0.69,Camden 013E,00AGGX,West Hampstead,Royal Free Hospital,Royal Free SU,NW32QG
2501,Camden 010E,NHS Camden CCG,North Central London,London,1.37,Camden 010E,00AGGX,West Hampstead,Royal Free Hospital,Royal Free SU,NW32QG
2502,Camden 016C,NHS Camden CCG,North Central London,London,1.37,Camden 016C,00AGGW,Swiss Cottage,St Mary's Hospital,Charing Cross SU,W68RF
2503,Camden 016D,NHS Camden CCG,North Central London,London,0.34,Camden 016D,00AGGW,Swiss Cottage,St Mary's Hospital,Charing Cross SU,W68RF
2504,Camden 016A,NHS Camden CCG,North Central London,London,0.69,Camden 016A,00AGGW,Swiss Cottage,St Mary's Hospital,Charing Cross SU,W68RF
2505,Camden 016B,NHS Camden CCG,North Central London,London,3.43,Camden 016B,00AGGW,Swiss Cottage,St Mary's Hospital,Charing Cross SU,W68RF
2506,Camden 017A,NHS Camden CCG,North Central London,London,1.71,Camden 017A,00AGGW,Swiss Cottage,St Mary's Hospital,Charing Cross SU,W68RF
2507,Camden 020E,NHS Camden CCG,North Central London,London,2.74,Camden 020E,00AGGR,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2508,Camden 013C,NHS Camden CCG,North Central London,London,2.06,Camden 013C,00AGGR,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2509,Camden 013D,NHS Camden CCG,North Central London,London,1.37,Camden 013D,00AGGR,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2510,Camden 020C,NHS Camden CCG,North Central London,London,4.8,Camden 020C,00AGGR,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2511,Camden 017B,NHS Camden CCG,North Central London,London,2.4,Camden 017B,00AGGW,Swiss Cottage,St Mary's Hospital,Charing Cross SU,W68RF
2512,Brent 034A,NHS Brent CCG,North West London,London,1.03,Brent 034A,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2513,Brent 034C,NHS Brent CCG,North West London,London,2.4,Brent 034C,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2514,Westminster 002D,NHS Central London (Westminster) CCG,North West London,London,4.8,Westminster 002D,00BKGL,Maida Vale,St Mary's Hospital,Charing Cross SU,W68RF
2515,Brent 034D,NHS Brent CCG,North West London,London,1.37,Brent 034D,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2516,Brent 034B,NHS Brent CCG,North West London,London,3.09,Brent 034B,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2517,Camden 020B,NHS Camden CCG,North Central London,London,4.46,Camden 020B,00AGGR,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2518,Brent 032C,NHS Brent CCG,North West London,London,2.06,Brent 032C,00AEGY,Queens Park,St Mary's Hospital,Charing Cross SU,W68RF
2519,Brent 032B,NHS Brent CCG,North West London,London,0.69,Brent 032B,00AEGY,Queens Park,St Mary's Hospital,Charing Cross SU,W68RF
2520,Brent 028D,NHS Brent CCG,North West London,London,2.4,Brent 028D,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2521,Brent 032D,NHS Brent CCG,North West London,London,1.71,Brent 032D,00AEGY,Queens Park,St Mary's Hospital,Charing Cross SU,W68RF
2522,Brent 028E,NHS Brent CCG,North West London,London,1.03,Brent 028E,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2523,Brent 030B,NHS Brent CCG,North West London,London,1.03,Brent 030B,00AEGL,Brondesbury Park,St Mary's Hospital,Charing Cross SU,W68RF
2524,Brent 028A,NHS Brent CCG,North West London,London,1.03,Brent 028A,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2525,Brent 023B,NHS Brent CCG,North West London,London,3.43,Brent 023B,00AEGL,Brondesbury Park,St Mary's Hospital,Charing Cross SU,W68RF
2526,Brent 023A,NHS Brent CCG,North West London,London,1.03,Brent 023A,00AEGL,Brondesbury Park,St Mary's Hospital,Charing Cross SU,W68RF
2527,Brent 028B,NHS Brent CCG,North West London,London,2.74,Brent 028B,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2528,Brent 028C,NHS Brent CCG,North West London,London,1.71,Brent 028C,00AEGT,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2529,Barnet 016B,NHS Barnet CCG,North Central London,London,3.09,Barnet 016B,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2530,Barnet 017B,NHS Barnet CCG,North Central London,London,2.74,Barnet 017B,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2531,Barnet 025D,NHS Barnet CCG,North Central London,London,2.74,Barnet 025D,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2532,Barnet 017D,NHS Barnet CCG,North Central London,London,1.03,Barnet 017D,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2533,Barnet 016A,NHS Barnet CCG,North Central London,London,2.4,Barnet 016A,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2534,Barnet 025E,NHS Barnet CCG,North Central London,London,2.4,Barnet 025E,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2535,Barnet 017A,NHS Barnet CCG,North Central London,London,1.37,Barnet 017A,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2536,Barnet 013D,NHS Barnet CCG,North Central London,London,1.71,Barnet 013D,00ACGJ,Hale,Barnet Hospital,Barnet General SU,EN53DJ
2537,Barnet 021D,NHS Barnet CCG,North Central London,London,0.69,Barnet 021D,00ACGJ,Hale,Barnet Hospital,Barnet General SU,EN53DJ
2538,Barnet 013F,NHS Barnet CCG,North Central London,London,1.37,Barnet 013F,00ACGJ,Hale,Barnet Hospital,Barnet General SU,EN53DJ
2539,Barnet 016D,NHS Barnet CCG,North Central London,London,1.71,Barnet 016D,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2540,Barnet 017C,NHS Barnet CCG,North Central London,London,3.09,Barnet 017C,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2541,Barnet 007A,NHS Barnet CCG,North Central London,London,1.37,Barnet 007A,00ACGJ,Hale,Barnet Hospital,Barnet General SU,EN53DJ
2542,Barnet 016C,NHS Barnet CCG,North Central London,London,1.03,Barnet 016C,00ACGM,Mill Hill,Barnet Hospital,Barnet General SU,EN53DJ
2543,Camden 020A,NHS Camden CCG,North Central London,London,1.37,Camden 020A,00AGGR,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2544,Westminster 002A,NHS Central London (Westminster) CCG,North West London,London,1.37,Westminster 002A,00BKGA,Abbey Road,St Mary's Hospital,Charing Cross SU,W68RF
2545,Camden 020D,NHS Camden CCG,North Central London,London,4.8,Camden 020D,00AGGR,Kilburn,St Mary's Hospital,Charing Cross SU,W68RF
2546,Camden 017D,NHS Camden CCG,North Central London,London,1.03,Camden 017D,00AGGW,Swiss Cottage,St Mary's Hospital,Charing Cross SU,W68RF
2547,Westminster 001B,NHS Central London (Westminster) CCG,North West London,London,2.06,Westminster 001B,00BKGA,Abbey Road,St Mary's Hospital,Charing Cross SU,W68RF
2548,Camden 017C,NHS Camden CCG,North Central London,London,3.09,Camden 017C,00AGGW,Swiss Cottage,St Mary's Hospital,Charing Cross SU,W68RF
2549,Westminster 001A,NHS Central London (Westminster) CCG,North West London,London,1.37,Westminster 001A,00BKGA,Abbey Road,St Mary's Hospital,Charing Cross SU,W68RF
2550,Westminster 001C,NHS Central London (Westminster) CCG,North West London,London,1.37,Westminster 001C,00BKGP,Regent's Park,St Mary's Hospital,Charing Cross SU,W68RF
2551,Westminster 003B,NHS Central London (Westminster) CCG,North West London,London,0.69,Westminster 003B,00BKGP,Regent's Park,St Mary's Hospital,Charing Cross SU,W68RF
2552,Westminster 001D,NHS Central London (Westminster) CCG,North West London,London,3.09,Westminster 001D,00BKGP,Regent's Park,St Mary's Hospital,Charing Cross SU,W68RF
2553,Westminster 009F,NHS Central London (Westminster) CCG,North West London,London,3.09,Westminster 009C,00BKGE,Church Street,St Mary's Hospital,Charing Cross SU,W68RF
2554,Westminster 003E,NHS Central London (Westminster) CCG,North West London,London,3.09,Westminster 003E,00BKGP,Regent's Park,St Mary's Hospital,Charing Cross SU,W68RF
2555,Westminster 009A,NHS Central London (Westminster) CCG,North West London,London,8.57,Westminster 009A,00BKGE,Church Street,St Mary's Hospital,Charing Cross SU,W68RF
2556,Westminster 003D,NHS Central London (Westminster) CCG,North West London,London,1.37,Westminster 003D,00BKGP,Regent's Park,St Mary's Hospital,Charing Cross SU,W68RF
2557,Westminster 003A,NHS Central London (Westminster) CCG,North West London,London,4.11,Westminster 003A,00BKGA,Abbey Road,St Mary's Hospital,Charing Cross SU,W68RF
2558,Westminster 003C,NHS Central London (Westminster) CCG,North West London,London,1.37,Westminster 003C,00BKGP,Regent's Park,St Mary's Hospital,Charing Cross SU,W68RF
2559,Westminster 002C,NHS Central London (Westminster) CCG,North West London,London,1.37,Westminster 002C,00BKGA,Abbey Road,St Mary's Hospital,Charing Cross SU,W68RF
2560,Westminster 002B,NHS Central London (Westminster) CCG,North West London,London,2.74,Westminster 002B,00BKGA,Abbey Road,St Mary's Hospital,Charing Cross SU,W68RF
2561,Barnet 036D,NHS Barnet CCG,North Central London,London,0.69,Barnet 036D,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2562,Brent 002A,NHS Brent CCG,North West London,London,2.4,Brent 002A,00AEGP,Fryent,Northwick Park Hospital,Northwick Park SU,HA13UJ
2563,Brent 002C,NHS Brent CCG,North West London,London,2.06,Brent 002C,00AEGP,Fryent,Northwick Park Hospital,Northwick Park SU,HA13UJ
2564,Brent 002E,NHS Brent CCG,North West London,London,1.37,Brent 002E,00AEGZ,Queensbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2565,Brent 002D,NHS Brent CCG,North West London,London,1.37,Brent 002D,00AEGP,Fryent,Northwick Park Hospital,Northwick Park SU,HA13UJ
2566,Brent 001A,NHS Brent CCG,North West London,London,2.74,Brent 001A,00AEGZ,Queensbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2567,Brent 002B,NHS Brent CCG,North West London,London,1.71,Brent 002B,00AEGP,Fryent,Northwick Park Hospital,Northwick Park SU,HA13UJ
2568,Barnet 024E,NHS Barnet CCG,North Central London,London,1.71,Barnet 024E,00ACFY,Burnt Oak,Barnet Hospital,Barnet General SU,EN53DJ
2569,Barnet 026A,NHS Barnet CCG,North Central London,London,2.4,Barnet 026A,00ACFY,Burnt Oak,Barnet Hospital,Barnet General SU,EN53DJ
2570,Barnet 030D,NHS Barnet CCG,North Central London,London,0.69,Barnet 030D,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2571,Barnet 030F,NHS Barnet CCG,North Central London,London,1.71,Barnet 030C,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2572,Barnet 026E,NHS Barnet CCG,North Central London,London,2.74,Barnet 026E,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2573,Barnet 026D,NHS Barnet CCG,North Central London,London,1.37,Barnet 026D,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2574,Barnet 026C,NHS Barnet CCG,North Central London,London,1.03,Barnet 026C,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2575,Barnet 026B,NHS Barnet CCG,North Central London,London,2.06,Barnet 026B,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2576,Barnet 036F,NHS Barnet CCG,North Central London,London,0.69,Barnet 036F,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2577,Barnet 030B,NHS Barnet CCG,North Central London,London,3.77,Barnet 030B,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2578,Barnet 030E,NHS Barnet CCG,North Central London,London,2.4,Barnet 030C,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2579,Barnet 036A,NHS Barnet CCG,North Central London,London,2.4,Barnet 036A,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2580,Barnet 030A,NHS Barnet CCG,North Central London,London,1.71,Barnet 030A,00ACGA,Colindale,Barnet Hospital,Barnet General SU,EN53DJ
2581,Barnet 036B,NHS Barnet CCG,North Central London,London,2.06,Barnet 036B,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2582,Brent 005D,NHS Brent CCG,North West London,London,2.06,Brent 005D,00AEHD,Welsh Harp,Northwick Park Hospital,Northwick Park SU,HA13UJ
2583,Barnet 036E,NHS Barnet CCG,North Central London,London,2.74,Barnet 036E,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2584,Brent 005C,NHS Brent CCG,North West London,London,1.37,Brent 005C,00AEHD,Welsh Harp,Northwick Park Hospital,Northwick Park SU,HA13UJ
2585,Brent 005E,NHS Brent CCG,North West London,London,6.52,Brent 005E,00AEHD,Welsh Harp,Northwick Park Hospital,Northwick Park SU,HA13UJ
2586,Brent 009A,NHS Brent CCG,North West London,London,1.71,Brent 009A,00AEGK,Barnhill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2587,Brent 005B,NHS Brent CCG,North West London,London,2.4,Brent 005B,00AEGP,Fryent,Northwick Park Hospital,Northwick Park SU,HA13UJ
2588,Brent 009E,NHS Brent CCG,North West London,London,3.77,Brent 009E,00AEHD,Welsh Harp,Northwick Park Hospital,Northwick Park SU,HA13UJ
2589,Brent 005A,NHS Brent CCG,North West London,London,1.71,Brent 005A,00AEGP,Fryent,Northwick Park Hospital,Northwick Park SU,HA13UJ
2590,Brent 001C,NHS Brent CCG,North West London,London,2.06,Brent 001C,00AEGZ,Queensbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2591,Brent 003F,NHS Brent CCG,North West London,London,2.4,Brent 003F,00AEGZ,Queensbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2592,Brent 003A,NHS Brent CCG,North West London,London,3.09,Brent 003A,00AEGP,Fryent,Northwick Park Hospital,Northwick Park SU,HA13UJ
2593,Brent 003B,NHS Brent CCG,North West London,London,0.69,Brent 003B,00AEGP,Fryent,Northwick Park Hospital,Northwick Park SU,HA13UJ
2594,Brent 001B,NHS Brent CCG,North West London,London,1.37,Brent 001B,00AEGZ,Queensbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2595,Barking and Dagenham 003A,NHS Barking and Dagenham CCG,North East London,London,6.17,Barking and Dagenham 003A,00ABGB,Eastbrook,Queen's Hospital,Queens Romford SU,RM70AG
2596,Barking and Dagenham 006A,NHS Barking and Dagenham CCG,North East London,London,0.69,Barking and Dagenham 006A,00ABGB,Eastbrook,Queen's Hospital,Queens Romford SU,RM70AG
2597,Barking and Dagenham 007A,NHS Barking and Dagenham CCG,North East London,London,3.77,Barking and Dagenham 007A,00ABGF,Heath,Queen's Hospital,Queens Romford SU,RM70AG
2598,Barking and Dagenham 006E,NHS Barking and Dagenham CCG,North East London,London,4.11,Barking and Dagenham 006E,00ABGF,Heath,Queen's Hospital,Queens Romford SU,RM70AG
2599,Barking and Dagenham 006D,NHS Barking and Dagenham CCG,North East London,London,2.4,Barking and Dagenham 006D,00ABGF,Heath,Queen's Hospital,Queens Romford SU,RM70AG
2600,Barking and Dagenham 006B,NHS Barking and Dagenham CCG,North East London,London,2.06,Barking and Dagenham 006B,00ABGF,Heath,Queen's Hospital,Queens Romford SU,RM70AG
2601,Barking and Dagenham 010A,NHS Barking and Dagenham CCG,North East London,London,2.06,Barking and Dagenham 010A,00ABGB,Eastbrook,Queen's Hospital,Queens Romford SU,RM70AG
2602,Barking and Dagenham 014B,NHS Barking and Dagenham CCG,North East London,London,0.69,Barking and Dagenham 014B,00ABGN,Village,Queen's Hospital,Queens Romford SU,RM70AG
2603,Barking and Dagenham 010C,NHS Barking and Dagenham CCG,North East London,London,2.4,Barking and Dagenham 010C,00ABGN,Village,Queen's Hospital,Queens Romford SU,RM70AG
2604,Barking and Dagenham 009B,NHS Barking and Dagenham CCG,North East London,London,2.4,Barking and Dagenham 009B,00ABFY,Alibon,Queen's Hospital,Queens Romford SU,RM70AG
2605,Barking and Dagenham 010B,NHS Barking and Dagenham CCG,North East London,London,2.74,Barking and Dagenham 010B,00ABGB,Eastbrook,Queen's Hospital,Queens Romford SU,RM70AG
2606,Barking and Dagenham 009A,NHS Barking and Dagenham CCG,North East London,London,0.69,Barking and Dagenham 009A,00ABFY,Alibon,Queen's Hospital,Queens Romford SU,RM70AG
2607,Barking and Dagenham 009D,NHS Barking and Dagenham CCG,North East London,London,1.03,Barking and Dagenham 009D,00ABFY,Alibon,Queen's Hospital,Queens Romford SU,RM70AG
2608,Barking and Dagenham 014C,NHS Barking and Dagenham CCG,North East London,London,3.43,Barking and Dagenham 014C,00ABGN,Village,Queen's Hospital,Queens Romford SU,RM70AG
2609,Barking and Dagenham 014D,NHS Barking and Dagenham CCG,North East London,London,2.4,Barking and Dagenham 014D,00ABGN,Village,Queen's Hospital,Queens Romford SU,RM70AG
2610,Barking and Dagenham 010D,NHS Barking and Dagenham CCG,North East London,London,2.06,Barking and Dagenham 010D,00ABGN,Village,Queen's Hospital,Queens Romford SU,RM70AG
